synset_id,gloss
472,"tính chất không tuân thủ quy tắc ứng xử thông thường"
473,"tính chất truyền đạt thông tin không dùng lời nói"
474,"tính chất khó di chuyển vì kích thước hoặc trọng lượng lớn"
475,"tính chất không nghiêng về bất kỳ bên nào"
476,"tính chất mất hết tài sản vì kinh doanh thua lỗ"
477,"tính chất không chịu nghe theo lời khuyên bảo"
478,"tính chất đáp ứng yêu cầu hoặc mong đợi"
479,"tính chất màu sắc pha trộn đen và xám với sắc độ đậm"
480,"tính chất chỉ nghĩ cho bản thân, không quan tâm người khác"
481,"tính chất thích hoặc quen ăn thịt động vật khác"
482,"tính chất bao trùm mọi quốc gia trên thế giới"
483,"tính chất không rõ ràng về ý nghĩa hoặc mục đích"
484,"tính chất không ưa người khác hay cãi lại"
485,"tính chất gánh vác việc được giao một cách cẩn trọng"
486,"tính chất quyết đoán, không sợ khó khăn khi hành động"
487,"tính chất dễ chịu, không bị gò bó về tinh thần"
488,"tính chất bị dùng quá mức cho lợi ích cá nhân"
489,"tính chất thiếu sự cân bằng giữa các phần"
490,"tính chất chứa nhiều nước, bao phủ toàn bộ bề mặt"
491,"tính chất không thật, chỉ nhằm mục đích lừa dối"
492,"tính chất thiếu sự sửa soạn cho một việc"
493,"tính chất thiếu kinh nghiệm và kỹ năng cần thiết trong công việc"
494,"tính chất chắc chắn đúng không ai phủ nhận được"
495,"tính chất bề mặt trơn láng không gây khó chịu"
496,"tính chất giỏi nhất không ai sánh bằng"
497,"tính chất thiếu thông minh, chậm hiểu và khó tiếp thu kiến thức"
498,"tính chất kém khả năng tiếp nhận và xử lý thông tin"
499,"tính chất có tầm ảnh hưởng lớn tới kết quả chung"
500,"tính chất không được che chắn bởi vật liệu cứng bảo vệ"
501,"tính chất thông suốt, dễ dàng di chuyển hoặc lưu thông"
502,"tính chất chia tách vật thành nhiều phần bằng lực"
503,"tính chất thiếu phong thái của người đứng đầu đất nước"
504,"tính chất dốc hết lòng vì ai hoặc việc gì"
505,"tính chất được ấn định rõ ràng trong một hệ thống"
506,"tính chất mất thăng bằng kèm cảm giác khó chịu trong đầu"
507,"tính chất chưa bị can thiệp bộ phận sinh dục đực"
508,"tính chất nằm ở phần ngoài cùng, giới hạn của vật"
509,"tính chất nằm ở hướng ngược lại với bên phải"
510,"tính chất cao quý, vượt trên mức độ trần tục"
511,"tính chất có nhiều hơn mức cần thiết cho diễn đạt"
512,"tính chất biến đổi chất lượng, gây khó chịu khi ăn uống"
513,"tính chất số lượng nhỏ, không đủ so với nhu cầu"
514,"tính chất đúng đắn không ai có thể cãi lại"
515,"tính chất buồn bã gây xúc động mạnh"
516,"tính chất không thể biết trước hoặc dự đoán kết quả"
517,"tính chất không thể đi qua hoặc tiếp cận được"
518,"tính chất chưa có hình dạng rõ ràng, cụ thể"
519,"tính chất vượt ra ngoài vùng khí hậu ôn hòa"
520,"tính chất đã lên lịch trước một cuộc gặp"
521,"tính chất không pha trộn thêm bất cứ thành phần nào"
522,"tính chất không tự tạo ra chất dinh dưỡng bằng ánh sáng"
523,"tính chất thiếu sức sống hoặc năng lượng tự nhiên"
524,"tính chất có nhiều kinh nghiệm do trải qua nhiều việc"
525,"tính chất không sạch, có vết lạ trên bề mặt vật"
526,"tính chất thiếu lịch sự, trái với chuẩn mực xã hội"
527,"tính chất trôi nổi nhẹ nhàng trên mặt nước hoặc không khí"
528,"tính chất vận chuyển bằng máy bay trên không trung"
529,"tính chất kéo dài liên tục không có hồi kết"
530,"tính chất trái ngược lẽ thường, thiếu căn cứ xác đáng"
531,"tính chất không còn bụi bẩn, rác thải"
532,"tính chất thiếu sót, chưa đầy đủ về mặt thông tin"
533,"tính chất sống cuộc đời khổ hạnh nơi cửa Phật"
534,"tính chất cùng phát triển từ một lần sinh nở"
535,"tính chất thiếu cân đối, da bọc xương, sức khỏe kém"
536,"tính chất không tồn tại trong thực tế"
537,"tính chất được người khác nể phục và ngưỡng mộ"
538,"tính chất thiếu sức sống hoặc năng lượng"
539,"tính chất quan trọng hơn các thứ khác về bản chất"
540,"tính chất nằm tách rời, ở nhiều nơi khác nhau"
541,"tính chất chậm rãi, không áp lực thời gian"
542,"tính chất không đạt yêu cầu, gây khó chịu"
543,"tính chất thiếu tế nhị và khéo léo trong hành xử"
544,"tính chất không còn khả năng thực hiện chức năng"
545,"tính chất trình bày chi tiết bằng lời hoặc hình ảnh"
546,"tính chất chứa đựng đến mức không còn chỗ trống"
547,"tính chất không có chung suy nghĩ, mục tiêu"
548,"tính chất khác biệt không sao chép từ cái có trước"
549,"tính chất thiếu lòng yêu thương và bảo vệ tổ quốc"
550,"tính chất gây ra cảm giác nghi ngờ về sự thật"
551,"tính chất làm việc không kỹ lưỡng gây ra sai sót"
552,"tính chất phù hợp với quy định hoặc sự thật"
553,"tính chất tự do, không bị bó buộc, hạn chế"
554,"tính chất vượt xa mức bình thường về vẻ đẹp và quyền năng"
555,"tính chất thuộc về thế giới thần tiên, được tôn kính"
556,"tính chất thiếu khả năng đánh giá đúng sai sự việc"
557,"tính chất xảy ra bất ngờ, không lường trước"
558,"tính chất làm việc sai sót do thiếu chú ý"
559,"tính chất không tác động đến giác quan của con người"
560,"tính chất vượt quá mức bình thường về tần số âm thanh"
561,"tính chất an toàn do có sự che chở"
562,"tính chất sưng đau tại khớp do bệnh lý gây ra"
563,"tính chất không tạo ra của cải vật chất hoặc con cái"
564,"tính chất tuân theo phong tục tập quán lâu đời"
565,"tính chất không phải trả tiền cho nhà nước"
566,"tính chất không còn tiếp diễn nữa"
567,"tính chất da nổi cục nhỏ gây khó chịu"
568,"tính chất chưa trưởng thành về suy nghĩ hành động"
569,"tính chất gây thích thú, làm người khác muốn đến gần"
570,"tính chất không làm người khác tin tưởng, chấp nhận"
571,"tính chất giữ nguyên kích cỡ ban đầu hoặc mức độ vốn có"
572,"tính chất kém phát triển về mặt vật chất hoặc tinh thần"
573,"tính chất dễ thay đổi, khó đoán trước kết quả."
574,"tính chất giữ nguyên trạng thái ban đầu, chưa thay đổi"
575,"tính chất không có niềm tin vào tôn giáo, tín ngưỡng"
576,"tính chất có phẩm chất tốt khiến người khác tôn trọng"
577,"tính chất thiếu sự đồng tình và giúp đỡ"
578,"tính chất quan tâm lợi ích vật chất hơn tinh thần"
579,"tính chất mang lại giá trị hoặc hiệu quả thiết thực"
580,"tính chất không tuân thủ luật pháp nhà nước và xã hội."
581,"tính chất trở nên tốt hơn so với trước đây"
582,"tính chất nằm ở vị trí thấp hơn trong nhà"
583,"tính chất không thẳng so với một đường hoặc trục"
584,"tính chất đáng để ghi nhớ và nhắc lại"
585,"tính chất gay gắt vượt quá mức chịu đựng thông thường"
586,"tính chất khác biệt so với hình mẫu thường thấy"
587,"tính chất thay đổi tình cảm, gây tổn thương cho người khác"
588,"tính chất được giữ lại cho một mục đích cụ thể"
589,"tính chất không nhận đủ yêu thương, sự quan tâm cần thiết"
590,"tính chất không cầu kỳ, dễ hiểu, dễ dùng cho mọi thứ"
591,"tính chất thiếu tiền bạc để đáp ứng nhu cầu sống"
592,"tính chất có mặt ở nhiều nơi trên thế giới"
593,"tính chất không có hình dạng vật chất cụ thể."
594,"tính chất không hài lòng biểu hiện qua thái độ"
595,"tính chất giữ nguyên âm điệu ban đầu của tiếng nói"
596,"tính chất mất khả năng sử dụng do hư hại"
597,"tính chất không biết điều gì sẽ xảy ra tiếp theo"
598,"tính chất không còn mơ hồ, có ranh giới rõ ràng"
599,"tính chất gây ra tiếng động lớn và vang dội"
600,"tính chất không nổi bật, đạt mức trung tâm của thang đo"
601,"tính chất có vai trò tác động lớn nhất đến sự vật"
602,"tính chất tách rời khỏi một sự việc nào đó"
603,"tính chất nhiều hơn số lượng cần dùng thông thường"
604,"tính chất hoàn toàn tinh khiết không dính bẩn"
605,"tính chất không có sự trao đổi giữa hai bên"
606,"tính chất thuộc về quốc gia khác với nước mình"
607,"tính chất được đóng kín bằng vật liệu bảo vệ"
608,"tính chất thiếu sự hài lòng với điều kiện hiện tại"
609,"tính chất xấu xí về mặt hình thức"
610,"tính chất thực hiện bằng sức người thay vì máy móc"
611,"tính chất hoạt động mà không cần đến dây dẫn"
612,"tính chất nhiệt độ xuống rất thấp gây cảm giác khó chịu"
613,"tính chất không nằm trong phạm vi xác định."
614,"tính chất không chịu làm chung với người khác"
615,"tính chất nhiều nước mắt tràn ra từ mắt"
616,"tính chất dễ thay đổi, khó đoán trước và thiếu ổn định"
617,"tính chất bị tách rời thành hai hoặc nhiều phần"
618,"tính chất đổi, dùng cái khác tương tự được"
619,"tính chất dốc toàn bộ tâm sức để làm việc"
620,"tính chất chú trọng đến từng chi tiết nhỏ"
621,"tính chất có giá trị lớn so với thông thường"
622,"tính chất xảy ra ngoài dự kiến, không có sắp đặt"
623,"tính chất chứa khí, tạo bọt khi mở nắp chất lỏng"
624,"tính chất chỉ nghe được bằng một bên tai"
625,"tính chất gây cảm giác khó chịu, đắng cay trong lòng"
626,"tính chất không tin vào khả năng của bản thân"
